Clock_Round,Service_Area,Bidder,bid_decision,No. of Blocks Selected,prov_win_bid,Provisionally Allocated Blocks at end of Clock Round,prov_rank
1,Andhra Pradesh,Bharti,Not Bid,0,-,-,-
1,Andhra Pradesh,Idea,Not Bid,0,-,-,-
1,Andhra Pradesh,Telewings,Bid,4,286.91,4,1
1,Andhra Pradesh,Videocon,Not Bid,0,-,-,-
1,Andhra Pradesh,Vodafone,Not Bid,0,-,-,-
1,Assam,Bharti,Bid,1,8.67,1,1
1,Assam,Idea,Bid,4,8.67,4,2
1,Assam,Telewings,Not Bid,0,-,-,-
1,Assam,Videocon,Not Bid,0,-,-,-
1,Assam,Vodafone,Bid,2,8.67,2,3
1,Bihar,Bharti,Not Bid,0,-,-,-
1,Bihar,Idea,Bid,1,42.51,1,1
1,Bihar,Telewings,Not Bid,0,-,-,-
1,Bihar,Videocon,Bid,4,42.51,4,3
1,Bihar,Vodafone,Bid,2,42.51,2,2
1,Delhi,Bharti,Not Bid,0,-,-,-
1,Delhi,Idea,Not Bid,0,-,-,-
1,Delhi,Telewings,Not Bid,0,-,-,-
1,Delhi,Videocon,Not Bid,0,-,-,-
1,Delhi,Vodafone,Not Bid,0,-,-,-
1,Gujarat,Bharti,Not Bid,0,-,-,-
1,Gujarat,Idea,Not Bid,0,-,-,-
1,Gujarat,Telewings,Bid,4,224.84,4,1
1,Gujarat,Videocon,Bid,4,224.84,4,2
1,Gujarat,Vodafone,Not Bid,0,-,-,-
1,Haryana,Bharti,Not Bid,0,-,-,-
1,Haryana,Idea,Not Bid,0,-,-,-
1,Haryana,Telewings,Not Bid,0,-,-,-
1,Haryana,Videocon,Bid,4,46.52,4,1
1,Haryana,Vodafone,Bid,2,46.52,2,2
1,Himachal Pradesh,Bharti,Not Bid,0,-,-,-
1,Himachal Pradesh,Idea,Not Bid,0,-,-,-
1,Himachal Pradesh,Telewings,Not Bid,0,-,-,-
1,Himachal Pradesh,Videocon,Not Bid,0,-,-,-
1,Himachal Pradesh,Vodafone,Bid,1,7.78,1,1
1,Jammu & Kashmir,Bharti,Not Bid,0,-,-,-
1,Jammu & Kashmir,Idea,Bid,4,6.33,4,2
1,Jammu & Kashmir,Telewings,Not Bid,0,-,-,-
1,Jammu & Kashmir,Videocon,Not Bid,0,-,-,-
1,Jammu & Kashmir,Vodafone,Bid,2,6.33,2,1
1,Karnataka,Bharti,Not Bid,0,-,-,-
1,Karnataka,Idea,Not Bid,0,-,-,-
1,Karnataka,Telewings,Not Bid,0,-,-,-
1,Karnataka,Videocon,Not Bid,0,-,-,-
1,Karnataka,Vodafone,Not Bid,0,-,-,-
1,Kerala,Bharti,Not Bid,0,-,-,-
1,Kerala,Idea,Not Bid,0,-,-,-
1,Kerala,Telewings,Not Bid,0,-,-,-
1,Kerala,Videocon,Not Bid,0,-,-,-
1,Kerala,Vodafone,Bid,1,65.3,1,1
1,Kolkata,Bharti,Not Bid,0,-,-,-
1,Kolkata,Idea,Bid,4,113.72,4,1
1,Kolkata,Telewings,Not Bid,0,-,-,-
1,Kolkata,Videocon,Not Bid,0,-,-,-
1,Kolkata,Vodafone,Not Bid,0,-,-,-
1,Madhya Pradesh,Bharti,Not Bid,0,-,-,-
1,Madhya Pradesh,Idea,Not Bid,0,-,-,-
1,Madhya Pradesh,Telewings,Not Bid,0,-,-,-
1,Madhya Pradesh,Videocon,Bid,4,53.99,4,1
1,Madhya Pradesh,Vodafone,Bid,2,53.99,2,2
1,Maharashtra,Bharti,Not Bid,0,-,-,-
1,Maharashtra,Idea,Not Bid,0,-,-,-
1,Maharashtra,Telewings,Bid,4,262.81,4,1
1,Maharashtra,Videocon,Not Bid,0,-,-,-
1,Maharashtra,Vodafone,Not Bid,0,-,-,-
1,Mumbai,Bharti,Not Bid,0,-,-,-
1,Mumbai,Idea,Not Bid,0,-,-,-
1,Mumbai,Telewings,Not Bid,0,-,-,-
1,Mumbai,Videocon,Not Bid,0,-,-,-
1,Mumbai,Vodafone,Not Bid,0,-,-,-
1,North East,Bharti,Not Bid,0,-,-,-
1,North East,Idea,Bid,4,8.84,4,1
1,North East,Telewings,Not Bid,0,-,-,-
1,North East,Videocon,Not Bid,0,-,-,-
1,North East,Vodafone,Bid,2,8.84,2,2
1,Orissa,Bharti,Not Bid,0,-,-,-
1,Orissa,Idea,Bid,4,20.27,4,1
1,Orissa,Telewings,Not Bid,0,-,-,-
1,Orissa,Videocon,Not Bid,0,-,-,-
1,Orissa,Vodafone,Bid,2,20.27,2,2
1,Punjab,Bharti,Not Bid,0,-,-,-
1,Punjab,Idea,Not Bid,0,-,-,-
1,Punjab,Telewings,Not Bid,0,-,-,-
1,Punjab,Videocon,Not Bid,0,-,-,-
1,Punjab,Vodafone,Bid,1,67.28,1,1
1,Rajasthan,Bharti,Not Bid,0,-,-,-
1,Rajasthan,Idea,Not Bid,0,-,-,-
1,Rajasthan,Telewings,Not Bid,0,-,-,-
1,Rajasthan,Videocon,Not Bid,0,-,-,-
1,Rajasthan,Vodafone,Not Bid,0,-,-,-
1,Tamil Nadu,Bharti,Not Bid,0,-,-,-
1,Tamil Nadu,Idea,Bid,4,306.09,4,1
1,Tamil Nadu,Telewings,Not Bid,0,-,-,-
1,Tamil Nadu,Videocon,Not Bid,0,-,-,-
1,Tamil Nadu,Vodafone,Not Bid,0,-,-,-
1,Uttar Pradesh (East),Bharti,Not Bid,0,-,-,-
1,Uttar Pradesh (East),Idea,Not Bid,0,-,-,-
1,Uttar Pradesh (East),Telewings,Bid,4,76.17,4,1
1,Uttar Pradesh (East),Videocon,Bid,4,76.17,4,2
1,Uttar Pradesh (East),Vodafone,Bid,1,76.17,0,3
1,Uttar Pradesh (West),Bharti,Not Bid,0,-,-,-
1,Uttar Pradesh (West),Idea,Not Bid,0,-,-,-
1,Uttar Pradesh (West),Telewings,Not Bid,0,-,-,-
1,Uttar Pradesh (West),Videocon,Bid,4,107.41,4,2
1,Uttar Pradesh (West),Vodafone,Bid,2,107.41,2,1
1,West Bengal,Bharti,Not Bid,0,-,-,-
1,West Bengal,Idea,Bid,4,25.84,4,1
1,West Bengal,Telewings,Not Bid,0,-,-,-
1,West Bengal,Videocon,Not Bid,0,-,-,-
1,West Bengal,Vodafone,Bid,2,25.84,2,2
2,Andhra Pradesh,Bharti,Not Bid,0,-,-,-
2,Andhra Pradesh,Idea,Not Bid,0,-,-,-
2,Andhra Pradesh,Telewings,Not Bid,0,286.91,4,1
2,Andhra Pradesh,Videocon,Not Bid,0,-,-,-
2,Andhra Pradesh,Vodafone,Not Bid,0,-,-,-
2,Assam,Bharti,Not Bid,0,8.67,1,1
2,Assam,Idea,Not Bid,0,8.67,4,2
2,Assam,Telewings,Not Bid,0,-,-,-
2,Assam,Videocon,Not Bid,0,-,-,-
2,Assam,Vodafone,Not Bid,0,8.67,2,3
2,Bihar,Bharti,Not Bid,0,-,-,-
2,Bihar,Idea,Not Bid,0,42.51,1,1
2,Bihar,Telewings,Not Bid,0,-,-,-
2,Bihar,Videocon,Not Bid,0,42.51,4,3
2,Bihar,Vodafone,Not Bid,0,42.51,2,2
2,Delhi,Bharti,Not Bid,0,-,-,-
2,Delhi,Idea,Not Bid,0,-,-,-
2,Delhi,Telewings,Not Bid,0,-,-,-
2,Delhi,Videocon,Not Bid,0,-,-,-
2,Delhi,Vodafone,Not Bid,0,-,-,-
2,Gujarat,Bharti,Not Bid,0,-,-,-
2,Gujarat,Idea,Not Bid,0,-,-,-
2,Gujarat,Telewings,Not Bid,0,224.84,4,1
2,Gujarat,Videocon,Not Bid,0,224.84,4,2
2,Gujarat,Vodafone,Not Bid,0,-,-,-
2,Haryana,Bharti,Not Bid,0,-,-,-
2,Haryana,Idea,Not Bid,0,-,-,-
2,Haryana,Telewings,Not Bid,0,-,-,-
2,Haryana,Videocon,Not Bid,0,46.52,4,1
2,Haryana,Vodafone,Not Bid,0,46.52,2,2
2,Himachal Pradesh,Bharti,Not Bid,0,-,-,-
2,Himachal Pradesh,Idea,Not Bid,0,-,-,-
2,Himachal Pradesh,Telewings,Not Bid,0,-,-,-
2,Himachal Pradesh,Videocon,Not Bid,0,-,-,-
2,Himachal Pradesh,Vodafone,Not Bid,0,7.78,1,1
2,Jammu & Kashmir,Bharti,Not Bid,0,-,-,-
2,Jammu & Kashmir,Idea,Not Bid,0,6.33,4,2
2,Jammu & Kashmir,Telewings,Not Bid,0,-,-,-
2,Jammu & Kashmir,Videocon,Not Bid,0,-,-,-
2,Jammu & Kashmir,Vodafone,Not Bid,0,6.33,2,1
2,Karnataka,Bharti,Not Bid,0,-,-,-
2,Karnataka,Idea,Not Bid,0,-,-,-
2,Karnataka,Telewings,Not Bid,0,-,-,-
2,Karnataka,Videocon,Not Bid,0,-,-,-
2,Karnataka,Vodafone,Not Bid,0,-,-,-
2,Kerala,Bharti,Not Bid,0,-,-,-
2,Kerala,Idea,Not Bid,0,-,-,-
2,Kerala,Telewings,Not Bid,0,-,-,-
2,Kerala,Videocon,Not Bid,0,-,-,-
2,Kerala,Vodafone,Not Bid,0,65.3,1,1
2,Kolkata,Bharti,Not Bid,0,-,-,-
2,Kolkata,Idea,Not Bid,0,113.72,4,1
2,Kolkata,Telewings,Not Bid,0,-,-,-
2,Kolkata,Videocon,Not Bid,0,-,-,-
2,Kolkata,Vodafone,Not Bid,0,-,-,-
2,Madhya Pradesh,Bharti,Not Bid,0,-,-,-
2,Madhya Pradesh,Idea,Not Bid,0,-,-,-
2,Madhya Pradesh,Telewings,Not Bid,0,-,-,-
2,Madhya Pradesh,Videocon,Not Bid,0,53.99,4,1
2,Madhya Pradesh,Vodafone,Not Bid,0,53.99,2,2
2,Maharashtra,Bharti,Not Bid,0,-,-,-
2,Maharashtra,Idea,Not Bid,0,-,-,-
2,Maharashtra,Telewings,Not Bid,0,262.81,4,1
2,Maharashtra,Videocon,Not Bid,0,-,-,-
2,Maharashtra,Vodafone,Not Bid,0,-,-,-
2,Mumbai,Bharti,Not Bid,0,-,-,-
2,Mumbai,Idea,Not Bid,0,-,-,-
2,Mumbai,Telewings,Not Bid,0,-,-,-
2,Mumbai,Videocon,Not Bid,0,-,-,-
2,Mumbai,Vodafone,Not Bid,0,-,-,-
2,North East,Bharti,Not Bid,0,-,-,-
2,North East,Idea,Not Bid,0,8.84,4,1
2,North East,Telewings,Not Bid,0,-,-,-
2,North East,Videocon,Not Bid,0,-,-,-
2,North East,Vodafone,Not Bid,0,8.84,2,2
2,Orissa,Bharti,Not Bid,0,-,-,-
2,Orissa,Idea,Not Bid,0,20.27,4,1
2,Orissa,Telewings,Not Bid,0,-,-,-
2,Orissa,Videocon,Not Bid,0,-,-,-
2,Orissa,Vodafone,Not Bid,0,20.27,2,2
2,Punjab,Bharti,Not Bid,0,-,-,-
2,Punjab,Idea,Not Bid,0,-,-,-
2,Punjab,Telewings,Not Bid,0,-,-,-
2,Punjab,Videocon,Not Bid,0,-,-,-
2,Punjab,Vodafone,Not Bid,0,67.28,1,1
2,Rajasthan,Bharti,Not Bid,0,-,-,-
2,Rajasthan,Idea,Not Bid,0,-,-,-
2,Rajasthan,Telewings,Not Bid,0,-,-,-
2,Rajasthan,Videocon,Not Bid,0,-,-,-
2,Rajasthan,Vodafone,Not Bid,0,-,-,-
2,Tamil Nadu,Bharti,Not Bid,0,-,-,-
2,Tamil Nadu,Idea,Not Bid,0,306.09,4,1
2,Tamil Nadu,Telewings,Not Bid,0,-,-,-
2,Tamil Nadu,Videocon,Not Bid,0,-,-,-
2,Tamil Nadu,Vodafone,Not Bid,0,-,-,-
2,Uttar Pradesh (East),Bharti,Not Bid,0,-,-,-
2,Uttar Pradesh (East),Idea,Not Bid,0,-,-,-
2,Uttar Pradesh (East),Telewings,Not Bid,0,76.17,4,2
2,Uttar Pradesh (East),Videocon,Not Bid,0,76.17,4,3
2,Uttar Pradesh (East),Vodafone,Bid,1,76.93,1,1
2,Uttar Pradesh (West),Bharti,Not Bid,0,-,-,-
2,Uttar Pradesh (West),Idea,Not Bid,0,-,-,-
2,Uttar Pradesh (West),Telewings,Not Bid,0,-,-,-
2,Uttar Pradesh (West),Videocon,Not Bid,0,107.41,4,2
2,Uttar Pradesh (West),Vodafone,Not Bid,0,107.41,2,1
2,West Bengal,Bharti,Not Bid,0,-,-,-
2,West Bengal,Idea,Not Bid,0,25.84,4,1
2,West Bengal,Telewings,Not Bid,0,-,-,-
2,West Bengal,Videocon,Not Bid,0,-,-,-
2,West Bengal,Vodafone,Not Bid,0,25.84,2,2
3,Andhra Pradesh,Bharti,Not Bid,0,-,-,-
3,Andhra Pradesh,Idea,Not Bid,0,-,-,-
3,Andhra Pradesh,Telewings,Not Bid,0,286.91,4,1
3,Andhra Pradesh,Videocon,Not Bid,0,-,-,-
3,Andhra Pradesh,Vodafone,Not Bid,0,-,-,-
3,Assam,Bharti,Not Bid,0,8.67,1,1
3,Assam,Idea,Not Bid,0,8.67,4,2
3,Assam,Telewings,Not Bid,0,-,-,-
3,Assam,Videocon,Not Bid,0,-,-,-
3,Assam,Vodafone,Not Bid,0,8.67,2,3
3,Bihar,Bharti,Not Bid,0,-,-,-
3,Bihar,Idea,Not Bid,0,42.51,1,1
3,Bihar,Telewings,Not Bid,0,-,-,-
3,Bihar,Videocon,Not Bid,0,42.51,4,3
3,Bihar,Vodafone,Not Bid,0,42.51,2,2
3,Delhi,Bharti,Not Bid,0,-,-,-
3,Delhi,Idea,Not Bid,0,-,-,-
3,Delhi,Telewings,Not Bid,0,-,-,-
3,Delhi,Videocon,Not Bid,0,-,-,-
3,Delhi,Vodafone,Not Bid,0,-,-,-
3,Gujarat,Bharti,Not Bid,0,-,-,-
3,Gujarat,Idea,Not Bid,0,-,-,-
3,Gujarat,Telewings,Not Bid,0,224.84,4,1
3,Gujarat,Videocon,Not Bid,0,224.84,4,2
3,Gujarat,Vodafone,Not Bid,0,-,-,-
3,Haryana,Bharti,Not Bid,0,-,-,-
3,Haryana,Idea,Not Bid,0,-,-,-
3,Haryana,Telewings,Not Bid,0,-,-,-
3,Haryana,Videocon,Not Bid,0,46.52,4,1
3,Haryana,Vodafone,Not Bid,0,46.52,2,2
3,Himachal Pradesh,Bharti,Not Bid,0,-,-,-
3,Himachal Pradesh,Idea,Not Bid,0,-,-,-
3,Himachal Pradesh,Telewings,Not Bid,0,-,-,-
3,Himachal Pradesh,Videocon,Not Bid,0,-,-,-
3,Himachal Pradesh,Vodafone,Not Bid,0,7.78,1,1
3,Jammu & Kashmir,Bharti,Not Bid,0,-,-,-
3,Jammu & Kashmir,Idea,Not Bid,0,6.33,4,2
3,Jammu & Kashmir,Telewings,Not Bid,0,-,-,-
3,Jammu & Kashmir,Videocon,Not Bid,0,-,-,-
3,Jammu & Kashmir,Vodafone,Not Bid,0,6.33,2,1
3,Karnataka,Bharti,Not Bid,0,-,-,-
3,Karnataka,Idea,Not Bid,0,-,-,-
3,Karnataka,Telewings,Not Bid,0,-,-,-
3,Karnataka,Videocon,Not Bid,0,-,-,-
3,Karnataka,Vodafone,Not Bid,0,-,-,-
3,Kerala,Bharti,Not Bid,0,-,-,-
3,Kerala,Idea,Not Bid,0,-,-,-
3,Kerala,Telewings,Not Bid,0,-,-,-
3,Kerala,Videocon,Not Bid,0,-,-,-
3,Kerala,Vodafone,Not Bid,0,65.3,1,1
3,Kolkata,Bharti,Not Bid,0,-,-,-
3,Kolkata,Idea,Not Bid,0,113.72,4,1
3,Kolkata,Telewings,Not Bid,0,-,-,-
3,Kolkata,Videocon,Not Bid,0,-,-,-
3,Kolkata,Vodafone,Not Bid,0,-,-,-
3,Madhya Pradesh,Bharti,Not Bid,0,-,-,-
3,Madhya Pradesh,Idea,Not Bid,0,-,-,-
3,Madhya Pradesh,Telewings,Not Bid,0,-,-,-
3,Madhya Pradesh,Videocon,Not Bid,0,53.99,4,1
3,Madhya Pradesh,Vodafone,Not Bid,0,53.99,2,2
3,Maharashtra,Bharti,Not Bid,0,-,-,-
3,Maharashtra,Idea,Not Bid,0,-,-,-
3,Maharashtra,Telewings,Not Bid,0,262.81,4,1
3,Maharashtra,Videocon,Not Bid,0,-,-,-
3,Maharashtra,Vodafone,Not Bid,0,-,-,-
3,Mumbai,Bharti,Not Bid,0,-,-,-
3,Mumbai,Idea,Not Bid,0,-,-,-
3,Mumbai,Telewings,Not Bid,0,-,-,-
3,Mumbai,Videocon,Not Bid,0,-,-,-
3,Mumbai,Vodafone,Not Bid,0,-,-,-
3,North East,Bharti,Not Bid,0,-,-,-
3,North East,Idea,Not Bid,0,8.84,4,1
3,North East,Telewings,Not Bid,0,-,-,-
3,North East,Videocon,Not Bid,0,-,-,-
3,North East,Vodafone,Not Bid,0,8.84,2,2
3,Orissa,Bharti,Not Bid,0,-,-,-
3,Orissa,Idea,Not Bid,0,20.27,4,1
3,Orissa,Telewings,Not Bid,0,-,-,-
3,Orissa,Videocon,Not Bid,0,-,-,-
3,Orissa,Vodafone,Not Bid,0,20.27,2,2
3,Punjab,Bharti,Not Bid,0,-,-,-
3,Punjab,Idea,Not Bid,0,-,-,-
3,Punjab,Telewings,Not Bid,0,-,-,-
3,Punjab,Videocon,Not Bid,0,-,-,-
3,Punjab,Vodafone,Not Bid,0,67.28,1,1
3,Rajasthan,Bharti,Not Bid,0,-,-,-
3,Rajasthan,Idea,Not Bid,0,-,-,-
3,Rajasthan,Telewings,Not Bid,0,-,-,-
3,Rajasthan,Videocon,Not Bid,0,-,-,-
3,Rajasthan,Vodafone,Not Bid,0,-,-,-
3,Tamil Nadu,Bharti,Not Bid,0,-,-,-
3,Tamil Nadu,Idea,Not Bid,0,306.09,4,1
3,Tamil Nadu,Telewings,Not Bid,0,-,-,-
3,Tamil Nadu,Videocon,Not Bid,0,-,-,-
3,Tamil Nadu,Vodafone,Not Bid,0,-,-,-
3,Uttar Pradesh (East),Bharti,Not Bid,0,-,-,-
3,Uttar Pradesh (East),Idea,Not Bid,0,-,-,-
3,Uttar Pradesh (East),Telewings,Not Bid,0,76.17,4,2
3,Uttar Pradesh (East),Videocon,Not Bid,0,76.17,4,3
3,Uttar Pradesh (East),Vodafone,Not Bid,0,76.93,1,1
3,Uttar Pradesh (West),Bharti,Not Bid,0,-,-,-
3,Uttar Pradesh (West),Idea,Not Bid,0,-,-,-
3,Uttar Pradesh (West),Telewings,Not Bid,0,-,-,-
3,Uttar Pradesh (West),Videocon,Not Bid,0,107.41,4,2
3,Uttar Pradesh (West),Vodafone,Not Bid,0,107.41,2,1
3,West Bengal,Bharti,Not Bid,0,-,-,-
3,West Bengal,Idea,Not Bid,0,25.84,4,1
3,West Bengal,Telewings,Not Bid,0,-,-,-
3,West Bengal,Videocon,Not Bid,0,-,-,-
3,West Bengal,Vodafone,Not Bid,0,25.84,2,2
4,Andhra Pradesh,Bharti,Not Bid,0,-,-,-
4,Andhra Pradesh,Idea,Not Bid,0,-,-,-
4,Andhra Pradesh,Telewings,Not Bid,0,286.91,4,1
4,Andhra Pradesh,Videocon,Not Bid,0,-,-,-
4,Andhra Pradesh,Vodafone,Not Bid,0,-,-,-
4,Assam,Bharti,Not Bid,0,8.67,1,1
4,Assam,Idea,Not Bid,0,8.67,4,2
4,Assam,Telewings,Not Bid,0,-,-,-
4,Assam,Videocon,Not Bid,0,-,-,-
4,Assam,Vodafone,Not Bid,0,8.67,2,3
4,Bihar,Bharti,Not Bid,0,-,-,-
4,Bihar,Idea,Not Bid,0,42.51,1,1
4,Bihar,Telewings,Not Bid,0,-,-,-
4,Bihar,Videocon,Not Bid,0,42.51,4,3
4,Bihar,Vodafone,Not Bid,0,42.51,2,2
4,Delhi,Bharti,Not Bid,0,-,-,-
4,Delhi,Idea,Not Bid,0,-,-,-
4,Delhi,Telewings,Not Bid,0,-,-,-
4,Delhi,Videocon,Not Bid,0,-,-,-
4,Delhi,Vodafone,Not Bid,0,-,-,-
4,Gujarat,Bharti,Not Bid,0,-,-,-
4,Gujarat,Idea,Not Bid,0,-,-,-
4,Gujarat,Telewings,Not Bid,0,224.84,4,1
4,Gujarat,Videocon,Not Bid,0,224.84,4,2
4,Gujarat,Vodafone,Not Bid,0,-,-,-
4,Haryana,Bharti,Not Bid,0,-,-,-
4,Haryana,Idea,Not Bid,0,-,-,-
4,Haryana,Telewings,Not Bid,0,-,-,-
4,Haryana,Videocon,Not Bid,0,46.52,4,1
4,Haryana,Vodafone,Not Bid,0,46.52,2,2
4,Himachal Pradesh,Bharti,Not Bid,0,-,-,-
4,Himachal Pradesh,Idea,Not Bid,0,-,-,-
4,Himachal Pradesh,Telewings,Not Bid,0,-,-,-
4,Himachal Pradesh,Videocon,Not Bid,0,-,-,-
4,Himachal Pradesh,Vodafone,Not Bid,0,7.78,1,1
4,Jammu & Kashmir,Bharti,Not Bid,0,-,-,-
4,Jammu & Kashmir,Idea,Not Bid,0,6.33,4,2
4,Jammu & Kashmir,Telewings,Not Bid,0,-,-,-
4,Jammu & Kashmir,Videocon,Not Bid,0,-,-,-
4,Jammu & Kashmir,Vodafone,Not Bid,0,6.33,2,1
4,Karnataka,Bharti,Not Bid,0,-,-,-
4,Karnataka,Idea,Not Bid,0,-,-,-
4,Karnataka,Telewings,Not Bid,0,-,-,-
4,Karnataka,Videocon,Not Bid,0,-,-,-
4,Karnataka,Vodafone,Not Bid,0,-,-,-
4,Kerala,Bharti,Not Bid,0,-,-,-
4,Kerala,Idea,Not Bid,0,-,-,-
4,Kerala,Telewings,Not Bid,0,-,-,-
4,Kerala,Videocon,Not Bid,0,-,-,-
4,Kerala,Vodafone,Not Bid,0,65.3,1,1
4,Kolkata,Bharti,Not Bid,0,-,-,-
4,Kolkata,Idea,Not Bid,0,113.72,4,1
4,Kolkata,Telewings,Not Bid,0,-,-,-
4,Kolkata,Videocon,Not Bid,0,-,-,-
4,Kolkata,Vodafone,Not Bid,0,-,-,-
4,Madhya Pradesh,Bharti,Not Bid,0,-,-,-
4,Madhya Pradesh,Idea,Not Bid,0,-,-,-
4,Madhya Pradesh,Telewings,Not Bid,0,-,-,-
4,Madhya Pradesh,Videocon,Not Bid,0,53.99,4,1
4,Madhya Pradesh,Vodafone,Not Bid,0,53.99,2,2
